loaded_at,date,sku,currency,gmv,order_count,position,query,view_conversion,unique_search_users,unique_view_users
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,165,туалетная бумага,0.95,12049,105
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,4,туалетная бумага 24 рулона,0,2497,1
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,74,влажная туалетная бумага,3.77,2186,106
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,190,бумага туалетная,0,2018,23
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,30,туалетная бумага 12 рулонов,0,1168,3
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,46,влажная туалетная бумага смываемая,3.53,610,85
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,29,zewa natural comfort smart,0,601,34
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,62,туалетная бумага влажная,6.67,393,15
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,58,влажная туалетная бумага детская,0,193,17
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,52,туалетная бумага влажная смываемая,5.88,80,17
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,39,влажная туалетная бумага в роддом,0,69,8
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,12,zewa comfort smart,0,35,3
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,39,влажная туалетная бумага смываемая с клапаном,33.33,29,3
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,40,влажные туалетная бумага,0,28,2
2026-01-09 20:10:16,2025-12-01,1688150471,RUB,0,0,100,влажная туалетная бумага биоразлагаемая,0,26,3
2026-01-09 20:10:16,2025-12-01,1199597025,RUB,0,0,0,мешки для мусора 35л,0,256,1
2026-01-09 20:10:16,2025-12-01,1199597025,RUB,0,0,93,мешки для мусора 35л прочные,0,30,1
2026-01-09 20:10:16,2025-12-01,1199597025,RUB,0,0,387,мешки для мусора с ручками 35л,0,13,1
2026-01-09 20:10:16,2025-12-01,1199597025,RUB,0,0,0,paclan мешки для мусора 35 л,0,11,2
2026-01-09 20:10:16,2025-12-01,1199597025,RUB,0,0,4,ручки бисмарт,0,3,3
2026-01-09 20:10:16,2025-12-01,1199597025,RUB,0,0,187,мешки для мусора 35л антелла биоразлагаемые прочные,0,1,1
2026-01-09 20:10:16,2025-12-01,1199597025,RUB,0,0,89,мешки для мусора 35л с ручками прочные в рулоне с ручками,0,1,1
2026-01-09 20:10:16,2025-12-01,1199597025,RUB,0,0,4,"мешки для мусора smart bio с завязками, зеленые, 35л",100,1,1
2026-01-09 20:10:16,2025-12-01,1199597025,RUB,0,0,51,мешки для мусора 35л из китая,0,1,1
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,288,косметика,0,5013,2
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,33,мыло,6.67,3363,15
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,24,мыло твердое,0,3167,39
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,194,косметика для макияжа,0,1938,1
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,194,жидкое мыло,0,1818,2
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,40,мыло новогоднее,0,861,3
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,0,уходовая косметика,0,460,1
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,0,распродажа скидки 90%,0,353,2
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,25,мыло банное,0,350,1
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,186,мыло подарочное,0,260,1
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,103,невская косметика,5,250,40
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,35,золотое яблоко косметика,0,223,11
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,40,мыло кусковое,0,173,3
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,124,серное мыло,0,76,1
2026-01-09 20:10:16,2025-12-01,778297159,RUB,0,0,116,невская косметика мыло,25,34,4
2026-01-09 20:10:16,2025-12-01,1218200108,RUB,0,0,2943,мыло детское твердое,0,274,1
2026-01-09 20:10:16,2025-12-01,1218200108,RUB,0,0,0,мыло невская косметика,0,34,1
2026-01-09 20:10:16,2025-12-01,1218200108,RUB,0,0,21,мыло твердое 3 шт овальное,0,1,1
2026-01-09 20:10:16,2025-12-01,1218200108,RUB,0,0,0,мыло детское невская косметика упаковка 4 шт,0,1,1
2026-01-09 20:10:16,2025-12-01,1218200108,RUB,0,0,4,овальное мыло 4 шт,0,1,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,10,для пола моющее средство,0,237,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,14,бытовая химия для дома,0,146,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,139,сарма,0,92,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,22,сарма для унитаза,0,56,12
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,57,sarma,0,42,2
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,21,сарма для ванны,0,41,20
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,24,sarma для унитаза,20,18,5
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,19,sarma для сантехники,0,6,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,31,сарма для унитаза гель,0,3,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,36,сарма антиржавчина,0,3,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,50,сарма 7 в 1,0,3,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,23,sarma для унитаза 7 в 1,0,2,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,2236,унитазы для взрослых,0,1,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,24,сарма спрей для сантехники,0,1,1
2026-01-09 20:10:16,2025-12-01,779819816,RUB,0,0,29,sarma для душевой кабины,0,1,1
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,перчатки одноразовые,0,2879,2
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,перчатки нитриловые,0,958,4
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,перчатки виниловые,0,185,1
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,медицинские перчатки,0,89,1
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,перчатки медицинские m,0,72,1
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,перчатки одноразовые нитриловые,0,71,2
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,перчатки рабочие 100пар,0,61,1
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,перчатки садовые с покрытием женские,0,38,1
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,перчатки нитриловые 100,0,5,2
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,перчатки женские медицинские,0,4,1
2026-01-09 20:10:16,2025-12-01,1931582189,RUB,0,0,0,ybhbkjdst gthxfnrb,0,1,1
2026-01-09 20:10:16,2025-12-01,922750912,RUB,531,3,22,рукав для запекания в духовке,14.15,387,106
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,41,пакеты для запекания в духовке,6.67,205,15
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,31,рукав для запекания,9.09,163,22
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,0,шкаф для кухни,0,113,1
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,30,пакет для запекания в духовке,0,75,13
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,149,фольга для запекания в духовке,0,65,2
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,15,рукав для запекания в духовке большой,15.79,45,19
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,22,рукав для запекания в рулоне,7.14,45,14
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,39,пакеты для запекания в духовке с клипсами,0,20,4
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,65,мешки для запекания в духовке,0,18,4
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,30,пакеты для запекания в духовке большие,33.33,18,3
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,27,рукава для запекания в духовке,0,11,2
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,8,рукав для запекания в духовке xxl,60,8,5
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,52,вакуумные пакеты для запекания,0,7,1
2026-01-09 20:10:16,2025-12-01,922750912,RUB,0,0,16,клипсы для рукава для запекания,0,5,4
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,187,перчатки рабочие,0,3902,15
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,0,перчатки одноразовые,100,2879,1
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,255,перчатки нитриловые,0,958,2
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,105,перчатки резиновые для уборки,0,374,1
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,111,перчатки хозяйственные резиновые,0,137,1
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,139,перчатки садовые,0,121,2
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,142,перчатки рабочие женские,0,41,2
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,155,товары для сада и огорода,0,28,1
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,199,перчатки садовые с покрытием,0,24,1
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,191,инвентарь для сада и огорода,0,15,5
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,39,перчатки с резиновым покрытием,0,11,1
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,86,перчатки нитриловые l 200шт,0,9,2
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,136,перчатки для работы в саду и огороде,0,9,2
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,201,товары для дачи и сада и огорода,0,9,5
2026-01-09 20:10:16,2025-12-01,1913426790,RUB,0,0,199,товары для сада и дачи распродажа,0,8,1
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,1149,крем для рук,0,7837,6
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,170,невская косметика,0,250,23
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,175,невская косметика крем,0,37,2
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,40,невская косметика крем для рук,0,32,9
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,28,крем для рук невская косметика,0,30,9
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,6,кремы для рук,0,12,1
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,6,вазелин для рук,16.67,7,6
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,2,вазелин в тюбике,0,5,4
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,0,крем для рук медицинский,0,4,1
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,37,крем невская косметика для рук,100,3,1
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,0,крем медицинский для рук,0,2,1
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,106,косметика аврора,0,2,1
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,7,крем для рук увлажняющий невская косметика,0,2,1
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,1,вазелин косметический невская косметика,50,2,2
2026-01-09 20:10:16,2025-12-01,777253687,RUB,0,0,77,невская косметика после бритья,0,2,1
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,749,косметика,0,5013,7
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,0,крем,0,4888,10
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,13,мыло,4.55,3363,22
2026-01-09 20:10:16,2025-12-01,778612136,RUB,96,1,216,мыло твердое,1.2,3167,83
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,184,жидкое мыло,0,1818,2
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,23,мыло новогоднее,0,861,3
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,0,уходовая косметика,0,460,2
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,304,распродажа скидки 90%,0,353,4
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,22,мыло банное,0,350,1
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,157,мыло подарочное,0,260,1
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,166,невская косметика,0,250,22
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,140,для тела,0,211,1
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,114,мыло кусковое,0,173,4
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,0,крем мыло,0,101,4
2026-01-09 20:10:16,2025-12-01,778612136,RUB,0,0,48,крем мыло твердое,4,88,25
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,салфетки влажные,0,4035,3
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,салфетки для уборки,0,2175,2
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,тряпки для уборки,0,1449,2
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,тряпки для кухни,0,1319,1
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,салфетница на стол,0,1105,3
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,салфетки для уборки в рулоне,0,661,4
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,микрофибра,50,479,2
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,29,тряпка для кухни,0,304,2
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,салфетки от пятен,0,263,3
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,салфетки для уборки влажные,0,233,1
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,салфетки безворсовые для уборки,0,118,1
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,салфетки для уборки в рулоне многоразовые,0,112,1
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,38,салфетки губчатые для кухни,0,99,4
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,салфетки многоразовые в рулоне,0,80,3
2026-01-09 20:10:16,2025-12-01,974229493,RUB,0,0,0,многоразовые салфетки в рулоне,0,78,1
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,944,косметика,0,5013,4
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,49,мыло,8.33,3363,12
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,358,мыло твердое,0,3167,27
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,0,детская косметика,0,917,4
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,28,мыло новогоднее,0,861,1
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,0,для новорожденных,0,708,4
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,0,для новорожденных товары,0,390,2
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,33,мыло детское,5.56,314,18
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,138,мыло детское твердое,5.56,274,18
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,76,детское мыло,11.11,267,9
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,0,невская косметика,0,250,5
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,222,для тела,0,211,1
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,26,жидкое мыло детское,0,148,2
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,92,детское мыло твердое,9.09,135,11
2026-01-09 20:10:16,2025-12-01,778323674,RUB,0,0,0,новорожденным,0,56,1
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,416,губки для посуды,0,1017,3
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,253,губка для мытья посуды,8.33,1004,12
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,675,губка,0,398,1
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,468,губки для мытья посуды большие,0,243,2
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,319,губки для мытья посуды набор,0,73,1
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,325,губки для мытья посуды металлические,0,64,1
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,159,губки для мытья посуды целлюлозные,0,39,2
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,41,губка целлюлозная,0,36,5
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,148,paclan,0,28,2
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,121,губки для посуды большие,0,28,2
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,43,губки целлюлозные,0,23,2
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,141,губка для ванны большая,0,22,1
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,44,губки из целлюлозы для посуды,0,21,2
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,53,губка для мытья посуды целлюлозная,50,19,2
2026-01-09 20:10:16,2025-12-01,974400607,RUB,0,0,56,губка целлюлозная для посуды,0,18,5
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,1678,средство для мытья посуды,0,4078,7
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,1750,моющее средство для посуды,0,1124,1
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,0,жидкость для мытья посуды,0,557,1
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,138,средства для мытья посуды,0,160,1
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,134,сарма,0,92,3
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,21,сарма для посуды,12,90,50
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,16,sarma для посуды,0,19,7
2026-01-09 20:10:16,2025-12-01,779067990,RUB,211,1,28,средство для мытья посуды сарма,25,9,4
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,52,моющее средство для посуды сарма,0,7,1
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,73,средство для мытья посуды сода,0,4,1
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,75,средство для мытья посуды с содой,0,3,1
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,35,средство для мытья посуды сарма 5 литров,0,2,1
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,23,сарма для мытья посуды,0,2,1
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,21,моющее сарма для посуды,0,2,2
2026-01-09 20:10:16,2025-12-01,779067990,RUB,0,0,11,моющее для посуды сарма,0,2,1
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,2,перчатки,0,5334,2
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,0,мыло,0,3363,2
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,0,для кухни,0,1619,1
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,181,перчатки для уборки,0,882,2
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,68,перчатки резиновые,50,438,2
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,35,перчатки хозяйственные,0,422,6
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,0,перчатки резиновые для уборки,0,374,1
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,0,перчатки латексные,0,274,3
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,197,резиновые перчатки,0,194,2
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,274,перчатки латексные м,33.33,152,3
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,170,перчатки резиновые хозяйственные,0,142,2
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,54,перчатки для мытья посуды,0,135,5
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,214,резиновые перчатки для уборки,0,129,1
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,0,перчатки автомобильные,0,55,2
2026-01-09 20:10:16,2025-12-01,1073495128,RUB,0,0,0,хозяйственные перчатки,0,43,1
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,0,нож,0,4806,22
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,159,посуда,0,3734,12
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,49,лед,0,1642,3
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,190,форма для льда,3.23,1381,31
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,0,пакет,0,1373,2
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,0,кухонный набор,0,414,2
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,32,силиконовая форма,0,354,4
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,192,форма для льда силиконовая,0,265,15
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,88,формы для льда,0,252,30
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,0,силиконовые формы,0,235,2
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,0,форма силиконовая,0,209,5
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,92,1,29,пакеты для льда,9.3,190,43
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,0,конфета,0,175,3
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,54,формочки для льда,0,141,25
2026-01-09 20:10:16,2025-12-01,1073481480,RUB,0,0,238,силиконовая форма для льда,0,139,7
2026-01-09 20:10:16,2025-12-01,2517346964,RUB,0,0,15,перчатки paclan m,0,5,1
2026-01-09 20:10:16,2025-12-01,1075825797,RUB,0,0,149,крем для лица ретинол невская косметика,0,7,1
2026-01-09 20:10:16,2025-12-01,1075825797,RUB,0,0,72,ретинол невская,0,2,1
2026-01-09 20:10:16,2025-12-01,1075825797,RUB,0,0,44,крем ретинол невская косметика оригинал,0,1,1
2026-01-09 20:10:16,2025-12-01,1075825797,RUB,0,0,29,крем невская косметика ниацинамид и ретинол,0,1,1
2026-01-09 20:10:16,2025-12-01,1075825797,RUB,0,0,69,невская косметика ретинол для век,0,1,1
2026-01-09 20:10:16,2025-12-01,1075825797,RUB,0,0,60,крем для лица питательный невская косметика вечер,0,1,1
2026-01-09 20:10:16,2025-12-01,1075825797,RUB,0,0,33,крем силиконовый для лица в тубике,0,1,1
2026-01-09 20:10:16,2025-12-01,1075825797,RUB,0,0,11,крем для лица с мочевиной в тюбике,0,1,1
2026-01-09 20:10:16,2025-12-01,2517380702,RUB,0,0,0,перчатки медицинские m особопрочные,0,1,1
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,162,пакеты для мусора,0,1029,8
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,0,ведро,0,983,9
2026-01-09 20:10:16,2025-12-01,953704491,RUB,495,1,3,мешки для мусора,0,638,3
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,113,пакеты для мусора 35л,0,282,8
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,34,мешки для мусора 35л,100,256,1
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,0,пакеты с ручками,0,232,1
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,52,мешок кондитерский,0,164,1
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,0,мешки для мусора строительного,0,93,1
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,786,мешки для строительного мусора прочные,0,86,1
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,0,пакеты для мусора с ручками,0,70,1
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,54,мусорный пакет,0,53,1
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,116,пакеты для мусора 35л прочные,0,49,5
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,0,мешок для строительного мусора,0,48,1
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,0,мешки строительные для мусора,0,43,2
2026-01-09 20:10:16,2025-12-01,953704491,RUB,0,0,0,строительные мешки для мусора,0,39,2
2026-01-09 20:10:16,2025-12-01,974376358,RUB,0,0,27,губки для посуды,0,1017,1
2026-01-09 20:10:16,2025-12-01,974376358,RUB,0,0,493,губки для мытья посуды набор,0,73,1
2026-01-09 20:10:16,2025-12-01,974376358,RUB,0,0,44,губки для мытья посуды paclan,0,2,1
2026-01-09 20:10:16,2025-12-01,974376358,RUB,0,0,63,practi,0,2,1
2026-01-09 20:10:16,2025-12-01,974376358,RUB,0,0,24,желтый рифленый фарфор,0,1,1
2026-01-09 20:10:16,2025-12-01,974376358,RUB,0,0,19,paclan губки для посуды,0,1,1
2026-01-09 20:10:16,2025-12-01,974376358,RUB,0,0,38,губки паклан черные для посуды,0,1,1
2026-01-09 20:10:16,2025-12-01,974376358,RUB,0,0,59,губка paclan,0,1,1
2026-01-09 20:10:16,2025-12-01,974376358,RUB,0,0,12,губки для посуды paclan,0,1,1
2026-01-09 20:10:16,2025-12-01,974376358,RUB,0,0,47,губки паклан для посуды,0,1,1
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,242,косметика,0,5013,1
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,81,невская косметика,2.22,250,45
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,17,невская косметика крем для лица,6.31,174,111
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,81,вазелин косметический,0,154,1
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,18,крем для лица невская косметика,7.5,58,40
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,19,крем невская косметика для лица,6.67,45,30
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,77,невская косметика крем,0,37,3
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,49,крем невская косметика,0,29,5
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,55,морковный крем для лица невская косметика,0,11,2
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,17,крем для лица невская косметика антивозрастной,0,7,3
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,57,невская,0,6,1
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,29,крем ромашка,0,6,3
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,100,вазелин с ромашкой,0,6,1
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,17,крем для лица невская,0,5,2
2026-01-09 20:10:16,2025-12-01,777234337,RUB,0,0,19,невский крем для лица,0,4,2
2026-01-09 20:10:16,2025-12-01,1999009826,RUB,0,0,0,зип пакеты 10х15,0,63,1
2026-01-09 20:10:16,2025-12-01,1999009826,RUB,0,0,0,зип пакеты для продуктов,0,47,1
2026-01-09 20:10:16,2025-12-01,1999009826,RUB,0,0,0,пакеты одноразовые,0,38,1
